Mes;Anho;Precipitacion;Ubicacion
Abril;2014;157.3;Pozo Colorado
Abril;2015;145;Pozo Colorado
Abril;2016;90.2;Pozo Colorado
Abril;2017;124.1;Pozo Colorado
Abril;2018;0.3;Pozo Colorado
Abril;2019;236.6;Pozo Colorado
Abril;2020;30.3;Pozo Colorado
Abril;2021;132.9;Pozo Colorado
Abril;2022;97.3;Pozo Colorado
Abril;2023;173.2;Pozo Colorado
Mayo ;1990;-;Pozo Colorado
Mayo ;1991;-;Pozo Colorado
Mayo ;1992;-;Pozo Colorado
Mayo ;1993;-;Pozo Colorado
Mayo ;1994;-;Pozo Colorado
Mayo ;1995;170.2;Pozo Colorado
Mayo ;1996;85.9;Pozo Colorado
Mayo ;1997;42.5;Pozo Colorado
Mayo ;1998;87.2;Pozo Colorado
Mayo ;1999;95.5;Pozo Colorado
Mayo ;2000;130.6;Pozo Colorado
Mayo ;2001;64.8;Pozo Colorado
Mayo ;2002;152;Pozo Colorado
Mayo ;2003;0.2;Pozo Colorado
Mayo ;2004;86.9;Pozo Colorado
Mayo ;2005;84.8;Pozo Colorado
Mayo ;2006;23;Pozo Colorado
Mayo ;2007;15.7;Pozo Colorado
Mayo ;2008;6.8;Pozo Colorado
Mayo ;2009;179.6;Pozo Colorado
Mayo ;2010;67;Pozo Colorado
Mayo ;2011;11.8;Pozo Colorado
Mayo ;2012;122.1;Pozo Colorado
Mayo ;2013;117.3;Pozo Colorado
Mayo ;2014;201.8;Pozo Colorado
Mayo ;2015;243.7;Pozo Colorado
Mayo ;2016;41.9;Pozo Colorado
Mayo ;2017;112.9;Pozo Colorado
Mayo ;2018;171;Pozo Colorado
Mayo ;2019;171.6;Pozo Colorado
Mayo ;2020;30.4;Pozo Colorado
Mayo ;2021;29.2;Pozo Colorado
Mayo ;2022;73.8;Pozo Colorado
Mayo ;2023;70.2;Pozo Colorado
Junio;1990;-;Pozo Colorado
Junio;1991;-;Pozo Colorado
Junio;1992;-;Pozo Colorado
Junio;1993;-;Pozo Colorado
Junio;1994;-;Pozo Colorado
Junio;1995;1.2;Pozo Colorado
Junio;1996;21.6;Pozo Colorado
Junio;1997;21.5;Pozo Colorado
Junio;1998;14.8;Pozo Colorado
Junio;1999;13.5;Pozo Colorado
Junio;2000;46.4;Pozo Colorado
Junio;2001;2.7;Pozo Colorado
Junio;2002;44;Pozo Colorado
Junio;2003;18.8;Pozo Colorado
Junio;2004;119.7;Pozo Colorado
Junio;2005;39.9;Pozo Colorado
Junio;2006;26.9;Pozo Colorado
Junio;2007;0;Pozo Colorado
Junio;2008;17.6;Pozo Colorado
Junio;2009;17.6;Pozo Colorado
Junio;2010;17.6;Pozo Colorado
Junio;2011;54.6;Pozo Colorado
Junio;2012;27.4;Pozo Colorado
Junio;2013;138.3;Pozo Colorado
Junio;2014;136.3;Pozo Colorado
Junio;2015;69.8;Pozo Colorado
Junio;2016;14.1;Pozo Colorado
Junio;2017;11;Pozo Colorado
Junio;2018;2.9;Pozo Colorado
Junio;2019;0.2;Pozo Colorado
Junio;2020;23.8;Pozo Colorado
Junio;2021;56;Pozo Colorado
Junio;2022;25;Pozo Colorado
Junio;2023;11;Pozo Colorado
Julio;1990;-;Pozo Colorado
Julio;1991;-;Pozo Colorado
Julio;1992;-;Pozo Colorado
Julio;1993;-;Pozo Colorado
Julio;1994;-;Pozo Colorado
Julio;1995;10.3;Pozo Colorado
Julio;1996;0.5;Pozo Colorado
Julio;1997;60.4;Pozo Colorado
Julio;1998;7.4;Pozo Colorado
Julio;1999;6.8;Pozo Colorado
Julio;2000;20.8;Pozo Colorado
Julio;2001;3.8;Pozo Colorado
Julio;2002;28.9;Pozo Colorado
Julio;2003;55.7;Pozo Colorado
Julio;2004;58.4;Pozo Colorado
Julio;2005;0;Pozo Colorado
Julio;2006;0;Pozo Colorado
Julio;2007;3;Pozo Colorado
Julio;2008;3.2;Pozo Colorado
Julio;2009;91.9;Pozo Colorado
Julio;2010;30.3;Pozo Colorado
Julio;2011;23;Pozo Colorado
Julio;2012;35.8;Pozo Colorado
Julio;2013;43.3;Pozo Colorado
Julio;2014;48.3;Pozo Colorado
Julio;2015;64.4;Pozo Colorado
Julio;2016;10.3;Pozo Colorado
Julio;2017;5.8;Pozo Colorado
Julio;2018;14.2;Pozo Colorado
Julio;2019;27.8;Pozo Colorado
Julio;2020;5.1;Pozo Colorado
Julio;2021;17.8;Pozo Colorado
Julio;2022;2.6;Pozo Colorado
Julio;2023;23;Pozo Colorado
Agosto;1990;-;Pozo Colorado
Agosto;1991;-;Pozo Colorado
Agosto;1992;-;Pozo Colorado
Agosto;1993;-;Pozo Colorado
Agosto;1994;-;Pozo Colorado
Agosto;1995;2.1;Pozo Colorado
Agosto;1996;79.9;Pozo Colorado
Agosto;1997;0.6;Pozo Colorado
Agosto;1998;36.1;Pozo Colorado
Agosto;1999;0;Pozo Colorado
Agosto;2000;73.6;Pozo Colorado
Agosto;2001;2.3;Pozo Colorado
Agosto;2002;8.7;Pozo Colorado
Agosto;2003;6.4;Pozo Colorado
Agosto;2004;0;Pozo Colorado
Agosto;2005;0.8;Pozo Colorado
Agosto;2006;0;Pozo Colorado
Agosto;2007;1;Pozo Colorado
Agosto;2008;35.3;Pozo Colorado
Agosto;2009;14.4;Pozo Colorado
Agosto;2010;0;Pozo Colorado
Agosto;2011;5.5;Pozo Colorado
Agosto;2012;15.2;Pozo Colorado
Agosto;2013;8.6;Pozo Colorado
Agosto;2014;15;Pozo Colorado
Agosto;2015;16.4;Pozo Colorado
Agosto;2016;25.5;Pozo Colorado
Agosto;2017;45.8;Pozo Colorado
Agosto;2018;14.5;Pozo Colorado
Agosto;2019;6.4;Pozo Colorado
Agosto;2020;95;Pozo Colorado
Agosto;2021;3;Pozo Colorado
Agosto;2022;43.9;Pozo Colorado
Agosto;2023;-;Pozo Colorado
Setiembre;1990;-;Pozo Colorado
Setiembre;1991;-;Pozo Colorado
Setiembre;1992;-;Pozo Colorado
Setiembre;1993;-;Pozo Colorado
Setiembre;1994;-;Pozo Colorado
Setiembre;1995;47.2;Pozo Colorado
Setiembre;1996;12.9;Pozo Colorado
Setiembre;1997;81;Pozo Colorado
Setiembre;1998;48.8;Pozo Colorado
Setiembre;1999;0;Pozo Colorado
Setiembre;2000;17;Pozo Colorado
Setiembre;2001;81.6;Pozo Colorado
Setiembre;2002;19.2;Pozo Colorado
Setiembre;2003;89.7;Pozo Colorado
Setiembre;2004;4.2;Pozo Colorado
Setiembre;2005;72;Pozo Colorado
Setiembre;2006;65.5;Pozo Colorado
Setiembre;2007;2;Pozo Colorado
Setiembre;2008;8.5;Pozo Colorado
Setiembre;2009;20.8;Pozo Colorado
Setiembre;2010;86.5;Pozo Colorado
Setiembre;2011;51.9;Pozo Colorado
Setiembre;2012;11.2;Pozo Colorado
Setiembre;2013;25;Pozo Colorado
Setiembre;2014;22.4;Pozo Colorado
Setiembre;2015;37.9;Pozo Colorado
Setiembre;2016;52.3;Pozo Colorado
Setiembre;2017;27;Pozo Colorado
Setiembre;2018;10.5;Pozo Colorado
Setiembre;2019;2.8;Pozo Colorado
Setiembre;2020;20.2;Pozo Colorado
Setiembre;2021;23.6;Pozo Colorado
Setiembre;2022;20.5;Pozo Colorado
Setiembre;2023;-;Pozo Colorado
Octubre;1990;-;Pozo Colorado
Octubre;1991;-;Pozo Colorado
Octubre;1992;-;Pozo Colorado
Octubre;1993;-;Pozo Colorado
Octubre;1994;-;Pozo Colorado
Octubre;1995;93.1;Pozo Colorado
Octubre;1996;125.4;Pozo Colorado
Octubre;1997;59;Pozo Colorado
Octubre;1998;120.9;Pozo Colorado
Octubre;1999;14.4;Pozo Colorado
Octubre;2000;111.4;Pozo Colorado
Octubre;2001;75.9;Pozo Colorado
Octubre;2002;75.9;Pozo Colorado
Octubre;2003;23.1;Pozo Colorado
Octubre;2004;47.2;Pozo Colorado
Octubre;2005;173.6;Pozo Colorado
Octubre;2006;209.5;Pozo Colorado
Octubre;2007;40;Pozo Colorado
Octubre;2008;67.7;Pozo Colorado
Octubre;2009;78.1;Pozo Colorado
Octubre;2010;93.3;Pozo Colorado
Octubre;2011;71.7;Pozo Colorado
Octubre;2012;135.1;Pozo Colorado
Octubre;2013;167.2;Pozo Colorado
Octubre;2014;51.1;Pozo Colorado
Octubre;2015;192;Pozo Colorado
Octubre;2016;101.3;Pozo Colorado
Octubre;2017;21.7;Pozo Colorado
Octubre;2018;117.2;Pozo Colorado
Octubre;2019;40.1;Pozo Colorado
Octubre;2020;96.1;Pozo Colorado
Octubre;2021;155.5;Pozo Colorado
Octubre;2022;91.6;Pozo Colorado
Octubre;2023;-;Pozo Colorado
Noviembre ;1990;-;Pozo Colorado
Noviembre ;1991;-;Pozo Colorado
Noviembre ;1992;-;Pozo Colorado
Noviembre ;1993;-;Pozo Colorado
Noviembre ;1994;-;Pozo Colorado
Noviembre ;1995;65.5;Pozo Colorado
Noviembre ;1996;78.2;Pozo Colorado
Noviembre ;1997;282.3;Pozo Colorado
Noviembre ;1998;250.4;Pozo Colorado
Noviembre ;1999;58.3;Pozo Colorado
Noviembre ;2000;159.3;Pozo Colorado
Noviembre ;2001;72.8;Pozo Colorado
Noviembre ;2002;62.1;Pozo Colorado
Noviembre ;2004;319.4;Pozo Colorado
Noviembre ;2005;244.5;Pozo Colorado
Noviembre ;2006;211.9;Pozo Colorado
Noviembre ;2007;85.9;Pozo Colorado
Noviembre ;2008;190.3;Pozo Colorado
Noviembre ;2009;32.8;Pozo Colorado
Noviembre ;2010;161.4;Pozo Colorado
Noviembre ;2011;212.4;Pozo Colorado
Noviembre ;2012;127;Pozo Colorado
Noviembre ;2013;62.8;Pozo Colorado
Noviembre ;2014;123.2;Pozo Colorado
Noviembre ;2015;207.9;Pozo Colorado
Noviembre ;2016;286.6;Pozo Colorado
Noviembre ;2017;221.3;Pozo Colorado
Noviembre ;2018;262;Pozo Colorado
Noviembre ;2019;236.9;Pozo Colorado
Noviembre ;2020;221;Pozo Colorado
Noviembre ;2021;90.8;Pozo Colorado
Noviembre ;2022;61.3;Pozo Colorado
Noviembre ;2023;-;Pozo Colorado
Diciembre;1990;-;Pozo Colorado
Diciembre;1991;-;Pozo Colorado
Diciembre;1992;-;Pozo Colorado
Diciembre;1993;-;Pozo Colorado
Diciembre;1994;-;Pozo Colorado
Diciembre;1995;99;Pozo Colorado
Diciembre;1996;207.3;Pozo Colorado
Diciembre;1997;-;Pozo Colorado
Diciembre;1998;200;Pozo Colorado
Diciembre;1999;112;Pozo Colorado
Diciembre;2000;122.2;Pozo Colorado
Diciembre;2001;135.2;Pozo Colorado
Diciembre;2002;65.7;Pozo Colorado
Diciembre;2003;208;Pozo Colorado
Diciembre;2004;182.2;Pozo Colorado
Diciembre;2005;126;Pozo Colorado
Diciembre;2006;116;Pozo Colorado
Diciembre;2007;162.3;Pozo Colorado
Diciembre;2008;92.3;Pozo Colorado
Diciembre;2009;411.7;Pozo Colorado
Diciembre;2010;32.4;Pozo Colorado
Diciembre;2011;101.4;Pozo Colorado
Diciembre;2012;163.3;Pozo Colorado
Diciembre;2013;202.7;Pozo Colorado
Diciembre;2014;78.3;Pozo Colorado
Diciembre;2015;320.6;Pozo Colorado
Diciembre;2016;167.5;Pozo Colorado
Diciembre;2017;122.8;Pozo Colorado
Diciembre;2018;74;Pozo Colorado
Diciembre;2019;120.9;Pozo Colorado
Diciembre;2020;123;Pozo Colorado
Diciembre;2021;20.2;Pozo Colorado
Diciembre;2022;74.5;Pozo Colorado
Diciembre;2023;-;Pozo Colorado
Enero;1990;151.9;Concepcion
Enero;1991;61.3;Concepcion
Enero;1992;74;Concepcion
Enero;1993;142.5;Concepcion
Enero;1994;51.8;Concepcion
Enero;1995;422.2;Concepcion
Enero;1996;266.9;Concepcion
Enero;1997;179.1;Concepcion
Enero;1998;56.7;Concepcion
Enero;1999;106.1;Concepcion
Enero;2000;58.4;Concepcion
Enero;2001;100.7;Concepcion
Enero;2002;36.6;Concepcion
Enero;2003;264.4;Concepcion
Enero;2004;86.8;Concepcion
Enero;2005;245.5;Concepcion
Enero;2006;26.3;Concepcion
Enero;2007;384;Concepcion
Enero;2008;310.9;Concepcion
Enero;2009;246.1;Concepcion
Enero;2010;202.5;Concepcion
Enero;2011;120.6;Concepcion
Enero;2012;150.3;Concepcion
Enero;2013;71.9;Concepcion
Enero;2014;118.3;Concepcion
Enero;2015;82.4;Concepcion
Enero;2016;195.3;Concepcion
Enero;2017;132.5;Concepcion
Enero;2018;190.3;Concepcion
Enero;2019;153.2;Concepcion
Enero;2020;227.9;Concepcion
Enero;2021;674.9;Concepcion
Enero;2022;56.3;Concepcion
Enero;2023;145.9;Concepcion
Febrero;1990;141.8;Concepcion
Febrero;1991;156.6;Concepcion
Febrero;1992;210.7;Concepcion
Febrero;1993;56.2;Concepcion
Febrero;1994;81.8;Concepcion
Febrero;1995;134.7;Concepcion
Febrero;1996;78.9;Concepcion
Febrero;1997;123.7;Concepcion
Febrero;1998;485.9;Concepcion
Febrero;1999;121.8;Concepcion
Febrero;2000;62.5;Concepcion
Febrero;2001;177.3;Concepcion
Febrero;2002;142.4;Concepcion
Febrero;2003;359.7;Concepcion
Febrero;2004;117;Concepcion
Febrero;2005;29.7;Concepcion
Febrero;2006;40.8;Concepcion
Febrero;2007;125.2;Concepcion
Febrero;2008;260.7;Concepcion
Febrero;2009;133.2;Concepcion
Febrero;2010;187.5;Concepcion
Febrero;2011;238.7;Concepcion
Febrero;2012;217.3;Concepcion
Febrero;2013;122.7;Concepcion
Febrero;2014;65.7;Concepcion
Febrero;2015;180.3;Concepcion
Febrero;2016;252.8;Concepcion
Febrero;2017;40;Concepcion
Febrero;2018;208.8;Concepcion
Febrero;2019;126;Concepcion
Febrero;2020;47.3;Concepcion
Febrero;2021;75.9;Concepcion
Febrero;2022;49.8;Concepcion
Febrero;2023;265.2;Concepcion
Marzo;1990;140.7;Concepcion
Marzo;1991;77.4;Concepcion
Marzo;1992;255.6;Concepcion
Marzo;1993;42.7;Concepcion
Marzo;1994;106.5;Concepcion
Marzo;1995;53.4;Concepcion
Marzo;1996;295.2;Concepcion
Marzo;1997;54.8;Concepcion
Marzo;1998;123.8;Concepcion
Marzo;1999;159;Concepcion
Marzo;2000;126.8;Concepcion
Marzo;2001;39;Concepcion
Marzo;2002;143.1;Concepcion
Marzo;2003;183.2;Concepcion
Marzo;2004;74.8;Concepcion
Marzo;2005;6.5;Concepcion
Marzo;2006;133.1;Concepcion
Marzo;2007;151.4;Concepcion
Marzo;2008;103.9;Concepcion
Marzo;2009;51.3;Concepcion
Marzo;2010;207.9;Concepcion
Marzo;2011;166.5;Concepcion
Marzo;2012;282.3;Concepcion
Marzo;2013;163.4;Concepcion
Marzo;2014;146.6;Concepcion
Marzo;2015;65.4;Concepcion
Marzo;2016;117.7;Concepcion
Marzo;2017;65.5;Concepcion
Marzo;2018;160;Concepcion
Marzo;2019;310.2;Concepcion
Marzo;2020;19.8;Concepcion
Marzo;2021;51.5;Concepcion
Marzo;2022;120.2;Concepcion
Marzo;2023;151.4;Concepcion
Abril;1990;97;Concepcion
Abril;1991;48.5;Concepcion
Abril;1992;331.8;Concepcion
Abril;1993;47.6;Concepcion
Abril;1994;92.6;Concepcion
Abril;1995;139.6;Concepcion
Abril;1996;190.2;Concepcion
Abril;1997;116.4;Concepcion
Abril;1998;189.1;Concepcion
Abril;1999;85.8;Concepcion
Abril;2000;28.6;Concepcion
Abril;2001;258.4;Concepcion
Abril;2002;98.3;Concepcion
Abril;2003;51.1;Concepcion
Abril;2004;313.1;Concepcion
Abril;2005;197.5;Concepcion
Abril;2006;107;Concepcion
Abril;2007;204;Concepcion
Abril;2008;81;Concepcion
Abril;2009;3.2;Concepcion
Abril;2010;37.7;Concepcion
Abril;2011;74.5;Concepcion
Abril;2012;201.5;Concepcion
Abril;2013;345.6;Concepcion
Abril;2014;340;Concepcion
Abril;2015;162.2;Concepcion
Abril;2016;56.8;Concepcion
Abril;2017;135.9;Concepcion
Abril;2018;28.4;Concepcion
Abril;2019;237.2;Concepcion
Abril;2020;61.7;Concepcion
Abril;2021;100;Concepcion
Abril;2022;35.9;Concepcion
Abril;2023;136.9;Concepcion
Mayo ;1990;192.3;Concepcion
Mayo ;1991;187.5;Concepcion
Mayo ;1992;206.9;Concepcion
Mayo ;1993;65.7;Concepcion
Mayo ;1994;229.1;Concepcion
Mayo ;1995;55.2;Concepcion
Mayo ;1996;94.9;Concepcion
Mayo ;1997;50.2;Concepcion
Mayo ;1998;94;Concepcion
Mayo ;1999;186.9;Concepcion
Mayo ;2000;98.6;Concepcion
Mayo ;2001;18.6;Concepcion
Mayo ;2002;245.2;Concepcion
Mayo ;2003;56.7;Concepcion
Mayo ;2004;127.1;Concepcion
Mayo ;2005;83.6;Concepcion
Mayo ;2006;69.2;Concepcion
Mayo ;2007;43.3;Concepcion
Mayo ;2008;37;Concepcion
Mayo ;2009;148.5;Concepcion
Mayo ;2010;135;Concepcion
Mayo ;2011;59;Concepcion
Mayo ;2012;34.2;Concepcion
Mayo ;2013;143.3;Concepcion
Mayo ;2014;99.3;Concepcion
Mayo ;2015;187.9;Concepcion
Mayo ;2016;165.5;Concepcion
Mayo ;2017;115.1;Concepcion
Mayo ;2018;154;Concepcion
Mayo ;2019;136.7;Concepcion
Mayo ;2020;82.6;Concepcion
Mayo ;2021;16.3;Concepcion
Mayo ;2022;79.7;Concepcion
Mayo ;2023;94.5;Concepcion
Junio;1990;36.3;Concepcion
Junio;1991;102.3;Concepcion
Junio;1992;25.4;Concepcion
Junio;1993;27;Concepcion
Junio;1994;95.4;Concepcion
Junio;1995;13;Concepcion
Junio;1996;36.8;Concepcion
Junio;1997;67.1;Concepcion
Junio;1998;29.2;Concepcion
Junio;1999;56.9;Concepcion
Junio;2000;160.6;Concepcion
Junio;2001;10.2;Concepcion
Junio;2002;36.8;Concepcion
Junio;2003;62.9;Concepcion
Junio;2004;173.7;Concepcion
Junio;2005;94.6;Concepcion
Junio;2006;49;Concepcion
Junio;2007;0;Concepcion
Junio;2008;73.2;Concepcion
Junio;2009;47.2;Concepcion
Junio;2010;12;Concepcion
Junio;2011;39.2;Concepcion
Junio;2012;100;Concepcion
Junio;2013;212.8;Concepcion
Junio;2014;288;Concepcion
Junio;2015;57.3;Concepcion
Junio;2016;9.9;Concepcion
Junio;2017;57.9;Concepcion
Junio;2018;13.9;Concepcion
Junio;2019;26.2;Concepcion
Junio;2020;78.5;Concepcion
Junio;2021;50.7;Concepcion
Junio;2022;70.4;Concepcion
Junio;2023;57.2;Concepcion
Julio;1990;26.3;Concepcion
Julio;1991;29;Concepcion
Julio;1992;41.5;Concepcion
Julio;1993;62.4;Concepcion
Julio;1994;24.5;Concepcion
Julio;1995;46.6;Concepcion
Julio;1996;4;Concepcion
Julio;1997;20.6;Concepcion
Julio;1998;19;Concepcion
Julio;1999;21.7;Concepcion
Julio;2000;11.5;Concepcion
Julio;2001;4.1;Concepcion
Julio;2002;38.2;Concepcion
Julio;2003;54.1;Concepcion
Julio;2004;47.6;Concepcion
Julio;2005;52.7;Concepcion
Julio;2006;34.6;Concepcion
Julio;2007;7.9;Concepcion
Julio;2008;32.5;Concepcion
Julio;2009;82;Concepcion
Julio;2010;48.1;Concepcion
Julio;2011;67.5;Concepcion
Julio;2012;59.8;Concepcion
Julio;2013;1.2;Concepcion
Julio;2014;112.9;Concepcion
Julio;2015;136.3;Concepcion
Julio;2016;27.4;Concepcion
Julio;2017;0.7;Concepcion
Julio;2018;2.1;Concepcion
Julio;2019;22.1;Concepcion
Julio;2020;18.2;Concepcion
Julio;2021;14.1;Concepcion
Julio;2022;7.4;Concepcion
Julio;2023;5.5;Concepcion
Agosto;1990;82.9;Concepcion
Agosto;1991;2.2;Concepcion
Agosto;1992;63.4;Concepcion
Agosto;1993;26.6;Concepcion
Agosto;1994;11.5;Concepcion
Agosto;1995;4.4;Concepcion
Agosto;1996;23.9;Concepcion
Agosto;1997;21.7;Concepcion
Agosto;1998;110.4;Concepcion
Agosto;1999;0;Concepcion
Agosto;2000;57;Concepcion
Agosto;2001;12.9;Concepcion
Agosto;2002;25.1;Concepcion
Agosto;2003;29.7;Concepcion
Agosto;2004;1.2;Concepcion
Agosto;2005;28;Concepcion
Agosto;2006;52.3;Concepcion
Agosto;2007;4.5;Concepcion
Agosto;2008;45.6;Concepcion
Agosto;2009;14.6;Concepcion
Agosto;2010;0.8;Concepcion
Agosto;2011;28.5;Concepcion
Agosto;2012;4.4;Concepcion
Agosto;2013;7.9;Concepcion
Agosto;2014;13.5;Concepcion
Agosto;2015;24.2;Concepcion
Agosto;2016;68.1;Concepcion
Agosto;2017;39.1;Concepcion
Agosto;2018;29.7;Concepcion
Agosto;2019;6.4;Concepcion
Agosto;2020;108.6;Concepcion
Agosto;2021;14.8;Concepcion
Agosto;2022;114.7;Concepcion
Agosto;2023;-;Concepcion
Setiembre;1990;63.9;Concepcion
Setiembre;1991;118.2;Concepcion
Setiembre;1992;125;Concepcion
Setiembre;1993;65;Concepcion
Setiembre;1994;120;Concepcion
Setiembre;1995;34.6;Concepcion
Setiembre;1996;16.2;Concepcion
Setiembre;1997;225.6;Concepcion
Setiembre;1998;70.2;Concepcion
Setiembre;1999;5;Concepcion
Setiembre;2000;29.1;Concepcion
Setiembre;2001;116.4;Concepcion
Setiembre;2002;54.2;Concepcion
Setiembre;2003;100.9;Concepcion
Setiembre;2004;6.8;Concepcion
Setiembre;2005;127.2;Concepcion
Setiembre;2006;94.3;Concepcion
Setiembre;2007;4.7;Concepcion
Setiembre;2008;39.1;Concepcion
Setiembre;2009;73.7;Concepcion
Setiembre;2010;121.4;Concepcion
Setiembre;2011;76;Concepcion
Setiembre;2012;13.3;Concepcion
Setiembre;2013;31.5;Concepcion
Setiembre;2014;121.1;Concepcion
Setiembre;2015;189.7;Concepcion
Setiembre;2016;83.6;Concepcion
Setiembre;2017;34.5;Concepcion
Setiembre;2018;157.6;Concepcion
Setiembre;2019;14.8;Concepcion
Setiembre;2020;19.6;Concepcion
Setiembre;2021;18;Concepcion
Setiembre;2022;39;Concepcion
Setiembre;2023;-;Concepcion
Octubre;1990;204.5;Concepcion
Octubre;1991;62.9;Concepcion
Octubre;1992;196.6;Concepcion
Octubre;1993;119.8;Concepcion
Octubre;1994;64.4;Concepcion
Octubre;1995;179.4;Concepcion
Octubre;1996;150.1;Concepcion
Octubre;1997;107.4;Concepcion
Octubre;1998;79.6;Concepcion
Octubre;1999;45.3;Concepcion
Octubre;2000;130.7;Concepcion
Octubre;2001;89.1;Concepcion
Octubre;2002;169.3;Concepcion
Octubre;2003;141.3;Concepcion
Octubre;2004;160.4;Concepcion
Octubre;2005;174;Concepcion
Octubre;2006;185;Concepcion
Octubre;2007;82.7;Concepcion
Octubre;2008;203.1;Concepcion
Octubre;2009;138.9;Concepcion
Octubre;2010;162.4;Concepcion
Octubre;2011;101.1;Concepcion
Octubre;2012;161.7;Concepcion
Octubre;2013;257.5;Concepcion
Octubre;2014;11.3;Concepcion
Octubre;2015;269.9;Concepcion
Octubre;2016;114.7;Concepcion
Octubre;2017;100;Concepcion
Octubre;2018;309.4;Concepcion
Octubre;2019;61.4;Concepcion
Octubre;2020;117.5;Concepcion
Octubre;2021;215.8;Concepcion
Octubre;2022;178.4;Concepcion
Octubre;2023;-;Concepcion
Noviembre ;1990;74.9;Concepcion
Noviembre ;1991;57.9;Concepcion
Noviembre ;1992;116.8;Concepcion
Noviembre ;1993;214.8;Concepcion
Noviembre ;1994;130.1;Concepcion
Noviembre ;1995;197.8;Concepcion
Noviembre ;1996;60.7;Concepcion
Noviembre ;1997;480.6;Concepcion
Noviembre ;1998;85.3;Concepcion
Noviembre ;1999;54.8;Concepcion
Noviembre ;2000;211;Concepcion
Noviembre ;2001;112.2;Concepcion
Noviembre ;2002;237.1;Concepcion
Noviembre ;2003;260.9;Concepcion
Noviembre ;2004;429.9;Concepcion
Noviembre ;2005;352.9;Concepcion
Noviembre ;2006;176.1;Concepcion
Noviembre ;2007;258.9;Concepcion
Noviembre ;2008;214.1;Concepcion
Noviembre ;2009;80.3;Concepcion
Noviembre ;2010;180.2;Concepcion
Noviembre ;2011;195.3;Concepcion
Noviembre ;2012;189.9;Concepcion
Noviembre ;2013;172.8;Concepcion
Noviembre ;2014;193.4;Concepcion
Noviembre ;2015;405.1;Concepcion
Noviembre ;2016;100.8;Concepcion
Noviembre ;2017;186;Concepcion
Noviembre ;2018;263.3;Concepcion
Noviembre ;2019;218.9;Concepcion
Noviembre ;2020;161;Concepcion
Noviembre ;2021;143.5;Concepcion
Noviembre ;2022;150.6;Concepcion
Noviembre ;2023;-;Concepcion
Diciembre;1990;100.7;Concepcion
Diciembre;1991;282.5;Concepcion
Diciembre;1992;143;Concepcion
Diciembre;1993;68.8;Concepcion
Diciembre;1994;94;Concepcion
Diciembre;1995;221;Concepcion
Diciembre;1996;141.2;Concepcion
Diciembre;1997;321.8;Concepcion
Diciembre;1998;94.3;Concepcion
Diciembre;1999;152.6;Concepcion
Diciembre;2000;138.6;Concepcion
Diciembre;2001;176;Concepcion
Diciembre;2002;100;Concepcion
Diciembre;2003;198.2;Concepcion
Diciembre;2004;112.1;Concepcion
Diciembre;2005;92.6;Concepcion
Diciembre;2006;142.9;Concepcion
Diciembre;2007;135.7;Concepcion
Diciembre;2008;137.7;Concepcion
Diciembre;2009;267.3;Concepcion
Diciembre;2010;148.2;Concepcion
Diciembre;2011;111.4;Concepcion
Diciembre;2012;81.3;Concepcion
Diciembre;2013;164.7;Concepcion
Diciembre;2014;41.9;Concepcion
Diciembre;2015;398.7;Concepcion
Diciembre;2016;331.1;Concepcion
Diciembre;2017;149.7;Concepcion
Diciembre;2018;63.5;Concepcion
Diciembre;2019;238.8;Concepcion
Diciembre;2020;139.7;Concepcion
Diciembre;2021;64.2;Concepcion
Diciembre;2022;21.1;Concepcion
Diciembre;2023;-;Concepcion
Enero;1990;-;General Bruguez
Enero;1991;-;General Bruguez
Enero;1992;80;General Bruguez
Enero;1993;102.7;General Bruguez
Enero;1994;41.6;General Bruguez
Enero;1995;90.6;General Bruguez
Enero;1996;178;General Bruguez
Enero;1997;139.3;General Bruguez
Enero;1998;101.6;General Bruguez
Enero;1999;267.7;General Bruguez
Enero;2000;76.1;General Bruguez
Enero;2001;14.5;General Bruguez
Enero;2002;35.9;General Bruguez
Enero;2003;196.9;General Bruguez
Enero;2004;27.2;General Bruguez
Enero;2005;118;General Bruguez
Enero;2006;95.6;General Bruguez
Enero;2007;146.4;General Bruguez
Enero;2008;151.2;General Bruguez
Enero;2009;102.5;General Bruguez
Enero;2010;72.1;General Bruguez
Enero;2011;244.8;General Bruguez
Enero;2012;162.5;General Bruguez
Enero;2013;16.9;General Bruguez
Enero;2014;164;General Bruguez
Enero;2015;173.3;General Bruguez
Enero;2016;119.6;General Bruguez
Enero;2017;103.3;General Bruguez
Enero;2018;229;General Bruguez
Enero;2019;90.4;General Bruguez
Enero;2020;233.8;General Bruguez
Enero;2021;191.6;General Bruguez
Enero;2022;60.4;General Bruguez
Enero;2023;76.4;General Bruguez
Febrero;1990;-;General Bruguez
Febrero;1991;-;General Bruguez
Febrero;1992;274.1;General Bruguez
Febrero;1993;29.5;General Bruguez
Febrero;1994;258;General Bruguez
Febrero;1995;160.6;General Bruguez
Febrero;1996;139.7;General Bruguez
Febrero;1997;68.1;General Bruguez
Febrero;1998;231.8;General Bruguez
Febrero;1999;38.1;General Bruguez
Febrero;2000;83.4;General Bruguez
Febrero;2001;171.2;General Bruguez
Febrero;2002;156.8;General Bruguez
Febrero;2003;226.7;General Bruguez
Febrero;2004;73.1;General Bruguez
Febrero;2005;75.9;General Bruguez
